user,session_count,total_events,unique_page_types,events_per_session
10811533303763118708u,5,7,1,1.4
1081191677279922126u,7,8,1,1.1428571428571428
10812027042591350075u,5,11,2,2.2
10813407226779681562u,1,23,2,23.0
10813840386056909340u,1,20,4,20.0
10814079189874638238u,15,15,1,1.0
10814387418063787882u,1,6,2,6.0
10815016870796849218u,2,6,1,3.0
10815270925479492043u,1,12,3,12.0
10815346324684758417u,3,23,4,7.666666666666667
10815648421008110016u,1,14,2,14.0
10816079694292106224u,1,8,3,8.0
1081722617237644875u,2,8,1,4.0
10817855386031126429u,1,6,1,6.0
10820200678102967872u,1,10,3,10.0
1082073044905350907u,1,6,2,6.0
10820986460641022954u,1,11,3,11.0
10821115626697183267u,1,6,2,6.0
10821358186837255708u,5,12,2,2.4
10822471211397021768u,1,7,3,7.0
10823292313053145338u,1,6,2,6.0
10824052908794239959u,3,6,1,2.0
10826301406065660487u,7,8,1,1.1428571428571428
10827973098011466u,4,31,4,7.75
10828287933839215213u,1,14,2,14.0
10830127596143862894u,3,6,1,2.0
10831391242455528001u,1,6,3,6.0
10831795356945721976u,2,7,1,3.5
10831994232928394455u,3,18,2,6.0
10832548127041046297u,2,13,2,6.5
10833308111232317697u,2,20,2,10.0
10833994341322592647u,1,13,3,13.0
10835267152703994938u,1,9,2,9.0
10836180827811083842u,12,20,3,1.6666666666666667
10838607698571612959u,3,9,1,3.0
10840449259061097492u,1,9,2,9.0
10843102099701619613u,8,35,2,4.375
1084344139390850468u,2,16,3,8.0
10846275863008027126u,1,6,3,6.0
10850340050749481756u,4,18,4,4.5
10851923273363323166u,2,9,1,4.5
10853381082175004278u,1,15,2,15.0
10853463489409186870u,1,7,2,7.0
10855088888809546103u,1,15,1,15.0
10856461795488187781u,6,15,3,2.5
10857194552246045943u,1,7,2,7.0
10857467357662201286u,1,23,2,23.0
10860468782176966779u,1,6,1,6.0
10860955614629095936u,4,12,4,3.0
10861305207370520670u,1,6,2,6.0
10861482743847588883u,1,9,2,9.0
10861555538320327084u,8,15,3,1.875
1086216014649598309u,1,25,4,25.0
10865936104159034673u,1,7,1,7.0
10866216874972936646u,9,22,1,2.4444444444444446
10866683367465348800u,2,16,2,8.0
10868225346088319099u,2,15,2,7.5
10869295395015821179u,7,16,4,2.2857142857142856
10870199478511403733u,1,12,4,12.0
10871110184301989545u,1,9,4,9.0
10871241845019663422u,1,7,3,7.0
10872315945859345149u,3,6,1,2.0
10872410468368192869u,3,19,2,6.333333333333333
10872753331446167569u,1,13,3,13.0
10873145138733651171u,1,7,2,7.0
10875562348993575641u,5,7,1,1.4
10878181064353213502u,4,6,1,1.5
10878951271495302875u,1,6,3,6.0
10881284769789816u,4,12,2,3.0
10882034358441829041u,1,6,1,6.0
10884216372143014291u,1,7,3,7.0
10884565198045521370u,1,7,2,7.0
10886104077921371689u,1,8,1,8.0
10887054331847920904u,2,8,1,4.0
10888545372689069893u,1,18,2,18.0
1088955739199357394u,1,8,3,8.0
10890130665098017571u,2,15,4,7.5
10895362162032192072u,2,15,4,7.5
10895565843710089268u,2,22,3,11.0
10895583553747077537u,1,7,1,7.0
10897308573755433698u,1,9,2,9.0
10898016504538348482u,1,19,3,19.0
10898467891226270181u,1,9,3,9.0
10898719527477734738u,1,15,4,15.0
10899655362033429844u,7,9,1,1.2857142857142858
10901706645548108359u,1,8,3,8.0
10908383755179949469u,3,8,1,2.6666666666666665
10908768906994878466u,1,6,1,6.0
10909010626235316722u,1,13,1,13.0
10914265290067331782u,1,14,4,14.0
10916110326244569108u,3,8,1,2.6666666666666665
10917500061804500986u,1,12,2,12.0
1091811860059125628u,3,11,3,3.6666666666666665
10918909702768219740u,1,21,3,21.0
1092292231798511567u,1,7,1,7.0
10925054938018292057u,1,7,2,7.0
10927307144940171380u,1,6,2,6.0
10930090461433033206u,1,6,1,6.0
10932104039177330143u,1,20,4,20.0
10934073648437050361u,9,47,4,5.222222222222222
10934753335762514030u,2,16,3,8.0
1093555024377285579u,1,9,2,9.0
10935939968456916129u,1,6,3,6.0
10936508802260578972u,1,19,2,19.0
10936661357035549755u,1,6,1,6.0
10937045731098076955u,1,7,2,7.0
1093717445496127030u,3,20,4,6.666666666666667
10937678529305677308u,3,9,1,3.0
10937975752551242413u,6,26,3,4.333333333333333
10938179512635348754u,1,27,3,27.0
10938301348917615044u,4,34,3,8.5
1094014404489759724u,6,6,1,1.0
10941613462187969616u,1,8,2,8.0
10942740839688396228u,1,8,3,8.0
10943133529527650284u,1,10,2,10.0
10943854299410183998u,1,6,2,6.0
10943895502087989406u,1,9,2,9.0
10944894569167881632u,2,14,2,7.0
10947093454281601993u,1,8,3,8.0
10947541083378698068u,2,14,4,7.0
10948028696156271909u,1,12,4,12.0
10948721067792239076u,1,8,2,8.0
10948755144476785447u,1,7,3,7.0
10949162948618135829u,2,11,3,5.5
10950933465302503059u,1,8,2,8.0
10951130930248157552u,1,12,2,12.0
10952251020596998547u,1,7,1,7.0
10952838639678333251u,1,7,1,7.0
10953634081689525154u,1,6,2,6.0
10955952093330386230u,1,12,2,12.0
10958536569788452040u,2,7,1,3.5
10960928180461138279u,1,18,3,18.0
1096129220136858485u,2,7,1,3.5
10963762658711003412u,1,11,1,11.0
10964007894413372966u,1,6,1,6.0
10964458688306812897u,3,13,3,4.333333333333333
1096813209746918802u,1,7,2,7.0
10970392874416660184u,2,13,3,6.5
10970857457855823496u,6,6,1,1.0
10971705037306030647u,3,7,1,2.3333333333333335
10972558618760648925u,2,22,2,11.0
10972743822683708587u,1,8,1,8.0
10972753738752347612u,3,11,3,3.6666666666666665
10972867381893850756u,3,17,2,5.666666666666667
10973533877787302435u,1,8,2,8.0
10975774523539113861u,1,11,3,11.0
10977165292246441669u,1,10,4,10.0
10980045236786487538u,1,8,2,8.0
10980797048276794285u,1,7,2,7.0
10982053656655345075u,2,6,1,3.0
10982502130768068558u,1,7,2,7.0
10984240801062560201u,1,6,3,6.0
10984777108696587722u,2,6,1,3.0
10986066389583389844u,2,16,4,8.0
10989172078298666084u,4,23,1,5.75
10991764394451780078u,1,6,1,6.0
10993064896163866383u,1,9,2,9.0
10995162827534693003u,1,7,1,7.0
10996535314846836421u,2,15,3,7.5
10996685083306293802u,1,6,2,6.0
10996729899736086041u,1,6,1,6.0
10997848750505608580u,4,15,3,3.75
10998387424194261625u,2,6,1,3.0
10998734879687537322u,1,18,2,18.0
10999218611107574210u,2,13,2,6.5
11000023195815923996u,1,9,3,9.0
11000080554842441808u,1,9,2,9.0
11000389299435083660u,3,6,1,2.0
11001917928545867412u,1,8,2,8.0
11003021882300836062u,1,7,1,7.0
11004390320032847026u,1,6,1,6.0
11005347833655090954u,1,10,3,10.0
11005568147002317299u,2,6,1,3.0
11007251875368571807u,1,8,4,8.0
11007350707072670018u,3,38,2,12.666666666666666
1100847422206228594u,1,6,2,6.0
1100866706119360186u,2,6,1,3.0
1101141122878525747u,9,34,3,3.7777777777777777
11011604046192542280u,1,7,2,7.0
11011749635981337529u,4,18,3,4.5
1101262012105850943u,8,25,4,3.125
11014398498012663306u,1,6,3,6.0
11014627966242320459u,1,6,2,6.0
11017729990725569111u,1,9,2,9.0
11018624987997034766u,2,26,4,13.0
11018857408659222932u,1,6,1,6.0
11020762267602103667u,5,7,1,1.4
11022147676067058352u,1,21,2,21.0
11023570436679864757u,1,9,2,9.0
11023840388798953097u,1,6,2,6.0
11024736221198415080u,3,31,2,10.333333333333334
11026982369764940631u,1,9,2,9.0
11027074151371243194u,1,6,3,6.0
1102993574421511140u,9,9,1,1.0
11030369440873771401u,1,8,2,8.0
11030475781190601193u,1,8,2,8.0
11030999678258895662u,7,8,1,1.1428571428571428
11031335258320980873u,1,31,4,31.0
1103173330792298861u,2,13,3,6.5
11031997397613836507u,1,7,2,7.0
11032400598828567146u,1,8,3,8.0
11034565983500050550u,5,88,3,17.6
11037229356899167679u,2,16,3,8.0
11037292866040650794u,1,6,3,6.0
11037860931318252358u,1,6,2,6.0
11038071529298603016u,1,6,3,6.0
11038980031976357331u,1,9,1,9.0
11041621137615904832u,1,19,3,19.0
11042020299105312263u,1,11,1,11.0
11043193680289517413u,1,8,2,8.0
11043509755130640245u,2,6,1,3.0
11043729952664562251u,1,12,1,12.0
11044549073228137531u,1,7,3,7.0
11044869076376222531u,1,11,2,11.0
11045078704336570933u,5,8,1,1.6
11045733384181601749u,2,20,2,10.0
11050177440627701560u,2,12,2,6.0
11050644600638160860u,3,17,4,5.666666666666667
11051172425818984426u,1,7,1,7.0
11051677164136374543u,9,9,1,1.0
11055721115487279970u,2,6,1,3.0
11056936701972141004u,1,7,1,7.0
11057023871609713204u,1,7,3,7.0
11058924367184313749u,4,27,3,6.75
11061426951632789439u,1,9,2,9.0
11062061705720890796u,11,11,1,1.0
11062758852038904134u,4,8,1,2.0
11063168703256450345u,9,9,1,1.0
11064000677503228570u,1,21,4,21.0
11064751703687559595u,2,13,3,6.5
11065131930293825125u,1,8,3,8.0
11066881047322860980u,5,28,3,5.6
11067593566916274683u,11,11,1,1.0
11067614163303584671u,1,10,3,10.0
11067953825793654215u,1,7,1,7.0
11067976489006495397u,1,6,1,6.0
11070059280999494523u,3,23,2,7.666666666666667
11070708028353928074u,2,14,3,7.0
11071486131459021605u,5,21,3,4.2
1107330144851602602u,1,6,2,6.0
11073605648528205580u,1,8,3,8.0
1107530541510002924u,1,7,2,7.0
11075506940331483691u,3,8,1,2.6666666666666665
11076362939099246680u,1,12,3,12.0
11077817230337050070u,1,10,3,10.0
11077873635864962804u,1,14,3,14.0
11078027514160075107u,1,11,3,11.0
11078884482932209990u,6,12,4,2.0
11079089630432258283u,1,21,3,21.0
1107973456096940059u,1,9,4,9.0
11081393449520350788u,1,6,1,6.0
11082783762019440817u,1,7,3,7.0
11084887077944959303u,1,12,2,12.0
11086277687400914259u,3,20,2,6.666666666666667
11086917286520416399u,3,16,4,5.333333333333333
11087873413352880006u,1,7,3,7.0
11088834100150398152u,6,6,1,1.0
11090608172837895188u,1,10,2,10.0
11090924944795334057u,1,28,1,28.0
11091071399887612831u,1,14,3,14.0
11093906078302051243u,1,8,2,8.0
11094469830145123334u,1,6,2,6.0
11095210774207433550u,5,55,4,11.0
11095733929174694317u,4,10,1,2.5
1109632664258392018u,1,11,2,11.0
11096709594264165863u,4,6,1,1.5
11096723041789418037u,1,8,2,8.0
11097253620211060128u,2,7,1,3.5
11097527041060131389u,1,13,2,13.0
11099681475927774716u,5,6,1,1.2
1110497339261024542u,1,10,2,10.0
1110508961668315884u,1,6,1,6.0
11106121048538081184u,6,39,2,6.5
1110641363184533278u,3,27,3,9.0
11107685093308929447u,4,10,1,2.5
11108480292377638070u,1,6,2,6.0
11108602483932363802u,1,7,2,7.0
11109167001033206606u,2,60,4,30.0
11109669673912155736u,1,6,2,6.0
11109719707859652781u,1,7,1,7.0
11113801479062025797u,1,20,3,20.0
11113907547823868403u,2,27,2,13.5
11114033706193948078u,1,10,2,10.0
11114106859759378729u,2,19,3,9.5
11114364057449320978u,1,8,2,8.0
11114973203442197188u,7,25,2,3.5714285714285716
11115425588503358381u,1,6,3,6.0
11117875166327644877u,1,7,1,7.0
11118183270749787588u,1,7,3,7.0
11118912321937142023u,3,23,3,7.666666666666667
11119077002956263517u,1,8,1,8.0
11120032361506699334u,1,24,2,24.0
11120326743281808655u,2,12,4,6.0
11120423274807728063u,2,27,3,13.5
1112070409864786767u,1,27,4,27.0
11123365300157427992u,3,23,3,7.666666666666667
11123423601222226454u,2,6,1,3.0
11123988932386234242u,1,11,2,11.0
11125382617892890061u,6,25,4,4.166666666666667
1112564165587358792u,1,8,1,8.0
11126237726048494035u,1,6,3,6.0
11127703318319603624u,1,6,3,6.0
11127768511902379527u,13,15,1,1.1538461538461537
11129989751874046178u,1,18,2,18.0
1113266303164841389u,3,12,3,4.0
11133827786521635236u,2,14,3,7.0
11136449831341172213u,6,24,4,4.0
11136967123552204112u,4,8,1,2.0
11138433746130790648u,3,19,2,6.333333333333333
11140358289974445669u,1,19,3,19.0
11141054008011018820u,1,6,2,6.0
11141725877154507370u,1,8,1,8.0
11143749502794465762u,1,21,3,21.0
11144798909390454869u,1,7,3,7.0
11147426350910466106u,2,6,1,3.0
111480980005373841u,1,6,2,6.0
11150601564139102957u,1,7,3,7.0
11153110436650598006u,4,18,2,4.5
11155747772563650249u,2,14,4,7.0
11156433736136888652u,3,6,1,2.0
11156626525580089886u,1,7,2,7.0
1115849854091776047u,3,11,3,3.6666666666666665
11158560410304054960u,18,19,1,1.0555555555555556
111585771142980358u,1,7,3,7.0
11159072225995075719u,2,14,4,7.0
11161197472624223967u,1,8,3,8.0
1116143071622227535u,2,26,3,13.0
11161613131242834750u,1,9,2,9.0
11161718591556359767u,1,6,1,6.0
11163281344157597322u,1,11,1,11.0
11163314072813509637u,2,6,1,3.0
11164801724002276385u,1,8,3,8.0
11166001401276094386u,1,21,3,21.0
11167449372767396920u,1,7,2,7.0
11169528996907395455u,2,7,1,3.5
11170278342013681828u,1,12,2,12.0
1117122590629819530u,3,16,2,5.333333333333333
11172930733234348563u,1,11,2,11.0
1117478370605883598u,3,30,4,10.0
11175179120836593201u,1,6,3,6.0
11175200407420777140u,1,8,2,8.0
11175239459530937998u,1,9,2,9.0
11176214191342154817u,4,9,1,2.25
11176502343384372622u,9,9,1,1.0
11177191436866787617u,1,18,3,18.0
11179387588394828843u,6,8,1,1.3333333333333333
11179910974053333120u,1,6,2,6.0
11180103725150492194u,1,8,1,8.0
11180344566523557420u,2,6,1,3.0
11181766597560350510u,2,14,4,7.0
11184333646524961126u,1,8,2,8.0
1118622961700313973u,4,15,3,3.75
11186561634502094125u,2,23,4,11.5
1118734494135642920u,9,10,1,1.1111111111111112
11188007190143966623u,2,14,4,7.0
11188561188363127709u,1,20,2,20.0
11190607641151102310u,1,6,3,6.0
1119141641496543199u,1,10,1,10.0
11191552790957751349u,2,8,1,4.0
11191981626656717805u,2,11,2,5.5
11192315820492223060u,1,6,1,6.0
1119378601332268751u,1,6,2,6.0
11193847954378840285u,1,6,3,6.0
11194653307248530452u,2,15,1,7.5
111947006580703118u,9,43,3,4.777777777777778
1119657675985674813u,1,10,2,10.0
11197461464780305108u,2,7,1,3.5
11197784542903367934u,1,7,3,7.0
11198443347898672027u,7,7,1,1.0
11199601396975079516u,1,11,2,11.0
1120058080008269779u,3,20,3,6.666666666666667
11200984774063265313u,1,6,2,6.0
11201432517098836947u,1,6,2,6.0
11202228751425941112u,1,6,2,6.0
11202328581574849759u,2,12,1,6.0
11204405185311067556u,1,9,2,9.0
11204533239210525214u,1,11,1,11.0
1120477866796069756u,4,13,1,3.25
1120507478007684650u,1,9,3,9.0
11206136903641685959u,1,10,2,10.0
1120674790576735243u,2,7,1,3.5
11206903451624816063u,8,8,1,1.0
11207804305094982380u,1,31,2,31.0
1120822366300068583u,3,23,4,7.666666666666667
1120949842721551824u,1,8,1,8.0
11210272698273781132u,1,6,2,6.0
11215796863209734206u,1,9,2,9.0
11215834971530730210u,2,18,2,9.0
11215931448373620378u,6,41,3,6.833333333333333
1121728183579515008u,1,10,3,10.0
11217959269322750997u,1,7,1,7.0
11219812383350461377u,1,12,3,12.0
1122048039184918414u,1,9,3,9.0
11220577342786365120u,1,11,2,11.0
11221147397169813121u,1,6,2,6.0
1122293917506197061u,4,14,3,3.5
1122311585757451472u,1,6,1,6.0
11223501111067324977u,5,34,3,6.8
11223556041536038962u,1,7,3,7.0
1122508180617156484u,5,20,2,4.0
11225407556363289826u,2,12,2,6.0
11226350015309069650u,1,8,2,8.0
11226765603086800455u,6,10,1,1.6666666666666667
11227909222426993109u,1,7,2,7.0
1122791272085411618u,3,17,2,5.666666666666667
11228501517845482927u,1,9,3,9.0
11230738368763473105u,1,9,1,9.0
11231696267025117317u,1,6,1,6.0
11233557668922714735u,1,24,3,24.0
11234439965574726794u,1,7,2,7.0
11237874351325590383u,8,8,1,1.0
11238117420554691379u,2,6,1,3.0
11239884436520213305u,1,6,1,6.0
1123993055687494835u,1,7,2,7.0
1124011646524308322u,1,7,2,7.0
11240209140865358857u,1,7,1,7.0
1124167613390251559u,6,23,4,3.8333333333333335
11241758150663873043u,1,10,1,10.0
11242381258475484720u,1,14,1,14.0
11244724622416162691u,2,11,4,5.5
11245092759747815758u,4,12,2,3.0
11245857020368653730u,1,10,3,10.0
11247948873527080601u,1,7,2,7.0
11248806185749561749u,1,8,2,8.0
11249582940678629807u,1,6,3,6.0
11249824013503091376u,1,9,2,9.0
11251969254556937070u,1,6,1,6.0
1125393211676337516u,2,7,1,3.5
11254820454383329973u,10,13,3,1.3
11255111752432461402u,4,14,3,3.5
11255568252062728413u,1,7,3,7.0
11255957929959190988u,1,11,2,11.0
11256842820641091251u,1,6,1,6.0
11257555237123462627u,1,12,2,12.0
11257798247880808092u,1,6,1,6.0
11258001297058854079u,7,7,1,1.0
11258247667763814835u,1,20,2,20.0
11258714280799445534u,1,6,2,6.0
11258777292870523389u,11,25,2,2.272727272727273
11258963922187477716u,1,6,2,6.0
11259889172559692696u,1,6,1,6.0
11260179885925520683u,1,12,2,12.0
11261224357392529155u,3,25,4,8.333333333333334
11261251465819939607u,5,61,3,12.2
11262388639926022397u,1,10,3,10.0
11262986114971849051u,1,8,2,8.0
11264281731980794240u,1,6,2,6.0
11265322796360992763u,1,7,2,7.0
11265560276671979955u,1,7,1,7.0
11265746440832432701u,1,16,2,16.0
11266242755530155503u,9,208,3,23.11111111111111
11268648071618016773u,1,6,2,6.0
11270086293036504223u,5,6,1,1.2
11270286533050258030u,1,7,2,7.0
11270534347303907075u,1,9,1,9.0
11271168919272610047u,11,12,1,1.0909090909090908
11272805382568404334u,2,13,1,6.5
11276079456666971541u,1,15,2,15.0
11277373673434233405u,1,18,2,18.0
11278338540240601785u,1,8,2,8.0
11278665314608787593u,1,6,2,6.0
11280287108879319078u,3,6,1,2.0
11282883056788187027u,1,14,3,14.0
11283194275619719163u,1,10,2,10.0
11284153972588405252u,1,14,2,14.0
11285006233794615856u,1,7,3,7.0
11286886472973878938u,2,11,3,5.5
11287927837609069948u,1,7,2,7.0
11289556779573852287u,10,10,1,1.0
11290993729353393679u,6,6,1,1.0
11295096914509114618u,1,22,2,22.0
11295168796513674375u,1,6,3,6.0
11296428453777948656u,1,6,3,6.0
11298439572299285772u,1,7,3,7.0
11300485267323119207u,1,9,2,9.0
11301183099193894995u,1,8,2,8.0
11302077721584192659u,1,10,2,10.0
11302082997098035699u,2,11,3,5.5
11302224123770044721u,5,70,4,14.0
11303671179137272902u,1,6,1,6.0
11308778736268147822u,1,8,1,8.0
11310217027428120323u,2,13,3,6.5
11311870730849474284u,1,6,2,6.0
11313227659119596606u,6,8,1,1.3333333333333333
11313265542365629917u,1,10,1,10.0
11313333287349796260u,1,12,3,12.0
11313717667439638549u,1,11,3,11.0
11314468466810877969u,1,8,3,8.0
113194099213564846u,1,18,3,18.0
11319413193465368617u,3,50,3,16.666666666666668
11320319709486058432u,2,16,3,8.0
11321905182868963703u,3,29,2,9.666666666666666
11324387201947699313u,1,7,2,7.0
11324848420806521018u,1,8,3,8.0
1132702544412459557u,3,16,2,5.333333333333333
11327869537873052630u,4,26,4,6.5
11327995604627826014u,1,6,2,6.0
11330658247585542743u,1,8,1,8.0
11331830921718519262u,1,7,3,7.0
11331851477043465821u,1,11,2,11.0
11332158394813586327u,1,19,1,19.0
11332463075042060172u,1,6,1,6.0
11333043711403033508u,2,12,1,6.0
11333762175717444814u,1,10,2,10.0
11334477613759010554u,1,7,2,7.0
11334732076190994147u,1,7,2,7.0
11334811024307186718u,1,7,3,7.0
11338972130592031788u,19,23,1,1.2105263157894737
11339573887940582265u,1,7,2,7.0
11340689562632381151u,1,10,1,10.0
11341193581102884744u,1,7,2,7.0
11342326185764275584u,1,21,2,21.0
11344213773209098566u,1,11,3,11.0
1134468665021555975u,1,22,3,22.0
11346006031565233525u,1,7,2,7.0
11346496392036588681u,1,15,2,15.0
11353544452260428710u,5,16,1,3.2
11354594492384888355u,1,11,2,11.0
11355915916529970840u,2,37,4,18.5
11356350735016613527u,1,6,1,6.0
